trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_booking_rule_id,drop_off_booking_rule_id,start_pickup_drop_off_window,end_pickup_drop_off_window,mean_duration_factor,mean_duration_offset,safe_duration_factor,safe_duration_offset,tts_stop_headsign,min_arrival_time,max_departure_time
t_1534043_b_30487_tn_3,,,782435,19,,0,0,8884.298871324421,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_3,18:14:00,18:14:00,782434,20,,0,0,9149.837590445462,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_3,,,782465,21,,0,0,9802.18769488957,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_3,,,782463,22,,0,0,10355.283254249834,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_3,,,782409,23,,0,0,11041.074606745047,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_3,18:20:00,18:20:00,782441,24,,0,0,11749.178496750003,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,18:50:00,18:50:00,782403,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,2740157,2,,0,0,384.9171643653913,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,2484476,3,,0,0,1442.3158964238546,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,2484474,4,,0,0,1909.4301566512945,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,2332194,5,,0,0,2352.9026579807287,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,2332195,6,,0,0,3038.157128491025,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,782370,7,,0,0,3142.4514427631684,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,4230345,8,,0,0,3436.10319124862,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,4230346,9,,0,0,3898.36987604204,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,18:58:00,18:58:00,2740159,10,,0,0,3986.753766723284,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,2740160,11,,0,0,4459.76833737591,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,19:02:00,19:02:00,782460,12,,0,0,5192.8179915183955,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,2740161,13,,0,0,6327.912248429423,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,2740162,14,,0,0,6621.982350754433,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,2740163,15,,0,0,6979.957491780778,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,2740164,16,,0,0,7543.085837920729,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,782359,17,,0,0,7782.28766678285,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,782363,18,,0,0,8104.523044417938,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,782435,19,,0,0,8884.298871324421,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,19:14:00,19:14:00,782434,20,,0,0,9149.837590445462,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,782465,21,,0,0,9802.18769488957,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,782463,22,,0,0,10355.283254249834,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,,,782409,23,,0,0,11041.074606745047,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_4,19:20:00,19:20:00,782441,24,,0,0,11749.178496750003,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,19:50:00,19:50:00,782403,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,2740157,2,,0,0,384.9171643653913,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,2484476,3,,0,0,1442.3158964238546,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,2484474,4,,0,0,1909.4301566512945,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,2332194,5,,0,0,2352.9026579807287,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,2332195,6,,0,0,3038.157128491025,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,782370,7,,0,0,3142.4514427631684,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,4230345,8,,0,0,3436.10319124862,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,4230346,9,,0,0,3898.36987604204,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,19:58:00,19:58:00,2740159,10,,0,0,3986.753766723284,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,2740160,11,,0,0,4459.76833737591,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,20:02:00,20:02:00,782460,12,,0,0,5192.8179915183955,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,2740161,13,,0,0,6327.912248429423,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,2740162,14,,0,0,6621.982350754433,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,2740163,15,,0,0,6979.957491780778,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,2740164,16,,0,0,7543.085837920729,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,782359,17,,0,0,7782.28766678285,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,782363,18,,0,0,8104.523044417938,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,782435,19,,0,0,8884.298871324421,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,20:14:00,20:14:00,782434,20,,0,0,9149.837590445462,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,782465,21,,0,0,9802.18769488957,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,782463,22,,0,0,10355.283254249834,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,,,782409,23,,0,0,11041.074606745047,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_5,20:20:00,20:20:00,782441,24,,0,0,11749.178496750003,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,20:50:00,20:50:00,782403,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,2740157,2,,0,0,384.9171643653913,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,2484476,3,,0,0,1442.3158964238546,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,2484474,4,,0,0,1909.4301566512945,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,2332194,5,,0,0,2352.9026579807287,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,2332195,6,,0,0,3038.157128491025,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,782370,7,,0,0,3142.4514427631684,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,4230345,8,,0,0,3436.10319124862,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,4230346,9,,0,0,3898.36987604204,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,20:58:00,20:58:00,2740159,10,,0,0,3986.753766723284,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,2740160,11,,0,0,4459.76833737591,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,21:02:00,21:02:00,782460,12,,0,0,5192.8179915183955,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,2740161,13,,0,0,6327.912248429423,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,2740162,14,,0,0,6621.982350754433,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,2740163,15,,0,0,6979.957491780778,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,2740164,16,,0,0,7543.085837920729,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,782359,17,,0,0,7782.28766678285,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,782363,18,,0,0,8104.523044417938,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,782435,19,,0,0,8884.298871324421,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,21:14:00,21:14:00,782434,20,,0,0,9149.837590445462,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,782465,21,,0,0,9802.18769488957,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,782463,22,,0,0,10355.283254249834,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,,,782409,23,,0,0,11041.074606745047,0,,,,,1,1,,,,,,,,,,,
t_1534043_b_30487_tn_6,21:20:00,21:20:00,782441,24,,0,0,11749.178496750003,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,09:13:00,09:13:00,782403,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,2740157,2,,0,0,384.9171643653913,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,2484476,3,,0,0,1442.3158964238546,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,2484474,4,,0,0,1909.4301566512945,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,2332194,5,,0,0,2352.9026579807287,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,2332195,6,,0,0,3038.157128491025,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,782370,7,,0,0,3142.4514427631684,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,4230345,8,,0,0,3436.10319124862,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,4230346,9,,0,0,3898.36987604204,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,09:19:00,09:19:00,2740159,10,,0,0,3986.753766723284,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,2740160,11,,0,0,4459.76833737591,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,09:23:00,09:23:00,782460,12,,0,0,5192.8179915183955,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,2740161,13,,0,0,6327.912248429423,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,2740162,14,,0,0,6621.982350754433,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,2740163,15,,0,0,6979.957491780778,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,2740164,16,,0,0,7543.085837920729,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,782359,17,,0,0,7782.28766678285,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,782363,18,,0,0,8104.523044417938,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,782435,19,,0,0,8884.298871324421,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,09:34:00,09:34:00,782434,20,,0,0,9149.837590445462,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,782465,21,,0,0,9802.18769488957,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,782463,22,,0,0,10355.283254249834,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,,,782409,23,,0,0,11041.074606745047,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_1,09:40:00,09:40:00,782441,24,,0,0,11749.178496750003,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,10:13:00,10:13:00,782403,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,2740157,2,,0,0,384.9171643653913,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,2484476,3,,0,0,1442.3158964238546,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,2484474,4,,0,0,1909.4301566512945,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,2332194,5,,0,0,2352.9026579807287,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,2332195,6,,0,0,3038.157128491025,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,782370,7,,0,0,3142.4514427631684,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,4230345,8,,0,0,3436.10319124862,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,4230346,9,,0,0,3898.36987604204,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,10:19:00,10:19:00,2740159,10,,0,0,3986.753766723284,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,2740160,11,,0,0,4459.76833737591,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,10:23:00,10:23:00,782460,12,,0,0,5192.8179915183955,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,2740161,13,,0,0,6327.912248429423,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,2740162,14,,0,0,6621.982350754433,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,2740163,15,,0,0,6979.957491780778,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,2740164,16,,0,0,7543.085837920729,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,782359,17,,0,0,7782.28766678285,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,782363,18,,0,0,8104.523044417938,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,782435,19,,0,0,8884.298871324421,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,10:34:00,10:34:00,782434,20,,0,0,9149.837590445462,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,782465,21,,0,0,9802.18769488957,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,782463,22,,0,0,10355.283254249834,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,,,782409,23,,0,0,11041.074606745047,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_2,10:40:00,10:40:00,782441,24,,0,0,11749.178496750003,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,11:13:00,11:13:00,782403,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,2740157,2,,0,0,384.9171643653913,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,2484476,3,,0,0,1442.3158964238546,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,2484474,4,,0,0,1909.4301566512945,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,2332194,5,,0,0,2352.9026579807287,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,2332195,6,,0,0,3038.157128491025,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,782370,7,,0,0,3142.4514427631684,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,4230345,8,,0,0,3436.10319124862,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,4230346,9,,0,0,3898.36987604204,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,11:19:00,11:19:00,2740159,10,,0,0,3986.753766723284,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,2740160,11,,0,0,4459.76833737591,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,11:23:00,11:23:00,782460,12,,0,0,5192.8179915183955,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,2740161,13,,0,0,6327.912248429423,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,2740162,14,,0,0,6621.982350754433,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,2740163,15,,0,0,6979.957491780778,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,2740164,16,,0,0,7543.085837920729,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,782359,17,,0,0,7782.28766678285,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,782363,18,,0,0,8104.523044417938,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,782435,19,,0,0,8884.298871324421,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,11:34:00,11:34:00,782434,20,,0,0,9149.837590445462,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,782465,21,,0,0,9802.18769488957,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,782463,22,,0,0,10355.283254249834,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,,,782409,23,,0,0,11041.074606745047,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_3,11:40:00,11:40:00,782441,24,,0,0,11749.178496750003,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,12:13:00,12:13:00,782403,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,2740157,2,,0,0,384.9171643653913,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,2484476,3,,0,0,1442.3158964238546,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,2484474,4,,0,0,1909.4301566512945,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,2332194,5,,0,0,2352.9026579807287,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,2332195,6,,0,0,3038.157128491025,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,782370,7,,0,0,3142.4514427631684,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,4230345,8,,0,0,3436.10319124862,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,4230346,9,,0,0,3898.36987604204,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,12:19:00,12:19:00,2740159,10,,0,0,3986.753766723284,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,2740160,11,,0,0,4459.76833737591,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,12:23:00,12:23:00,782460,12,,0,0,5192.8179915183955,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,2740161,13,,0,0,6327.912248429423,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,2740162,14,,0,0,6621.982350754433,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,2740163,15,,0,0,6979.957491780778,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,2740164,16,,0,0,7543.085837920729,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,782359,17,,0,0,7782.28766678285,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,782363,18,,0,0,8104.523044417938,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,782435,19,,0,0,8884.298871324421,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,12:34:00,12:34:00,782434,20,,0,0,9149.837590445462,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,782465,21,,0,0,9802.18769488957,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,782463,22,,0,0,10355.283254249834,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,,,782409,23,,0,0,11041.074606745047,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_4,12:40:00,12:40:00,782441,24,,0,0,11749.178496750003,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,13:13:00,13:13:00,782403,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,2740157,2,,0,0,384.9171643653913,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,2484476,3,,0,0,1442.3158964238546,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,2484474,4,,0,0,1909.4301566512945,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,2332194,5,,0,0,2352.9026579807287,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,2332195,6,,0,0,3038.157128491025,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,782370,7,,0,0,3142.4514427631684,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,4230345,8,,0,0,3436.10319124862,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,4230346,9,,0,0,3898.36987604204,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,13:19:00,13:19:00,2740159,10,,0,0,3986.753766723284,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,2740160,11,,0,0,4459.76833737591,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,13:23:00,13:23:00,782460,12,,0,0,5192.8179915183955,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,2740161,13,,0,0,6327.912248429423,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,2740162,14,,0,0,6621.982350754433,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,2740163,15,,0,0,6979.957491780778,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,2740164,16,,0,0,7543.085837920729,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,782359,17,,0,0,7782.28766678285,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,782363,18,,0,0,8104.523044417938,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,782435,19,,0,0,8884.298871324421,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,13:34:00,13:34:00,782434,20,,0,0,9149.837590445462,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,782465,21,,0,0,9802.18769488957,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,782463,22,,0,0,10355.283254249834,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,,,782409,23,,0,0,11041.074606745047,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_5,13:40:00,13:40:00,782441,24,,0,0,11749.178496750003,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,14:13:00,14:13:00,782403,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,2740157,2,,0,0,384.9171643653913,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,2484476,3,,0,0,1442.3158964238546,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,2484474,4,,0,0,1909.4301566512945,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,2332194,5,,0,0,2352.9026579807287,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,2332195,6,,0,0,3038.157128491025,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,782370,7,,0,0,3142.4514427631684,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,4230345,8,,0,0,3436.10319124862,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,4230346,9,,0,0,3898.36987604204,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,14:19:00,14:19:00,2740159,10,,0,0,3986.753766723284,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,2740160,11,,0,0,4459.76833737591,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,14:23:00,14:23:00,782460,12,,0,0,5192.8179915183955,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,2740161,13,,0,0,6327.912248429423,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,2740162,14,,0,0,6621.982350754433,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,2740163,15,,0,0,6979.957491780778,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,2740164,16,,0,0,7543.085837920729,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,782359,17,,0,0,7782.28766678285,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,782363,18,,0,0,8104.523044417938,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,782435,19,,0,0,8884.298871324421,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,14:34:00,14:34:00,782434,20,,0,0,9149.837590445462,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,782465,21,,0,0,9802.18769488957,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,782463,22,,0,0,10355.283254249834,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,,,782409,23,,0,0,11041.074606745047,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_6,14:40:00,14:40:00,782441,24,,0,0,11749.178496750003,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_7,15:13:00,15:13:00,782403,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_7,,,2740157,2,,0,0,384.9171643653913,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_7,,,2484476,3,,0,0,1442.3158964238546,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_7,,,2484474,4,,0,0,1909.4301566512945,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_7,,,2332194,5,,0,0,2352.9026579807287,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_7,,,2332195,6,,0,0,3038.157128491025,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_7,,,782370,7,,0,0,3142.4514427631684,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_7,,,4230345,8,,0,0,3436.10319124862,0,,,,,1,1,,,,,,,,,,,
t_1534044_b_30487_tn_7,,,4230346,9,,0,0,3898.36987604204,0,,,,,1,1,,,,,,,,,,,
